date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:40:37	285/285	---MCZ	200	added ('OK')	application/javascript	etag:W/%22233-5997a69582f00-gzip%22	https://valencitoh.com/drugs/js/RequestAnimationFrame.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/js/RequestAnimationFrame.js	(from https://valencitoh.com/drugs/)
19:40:38	84349/84349	---M-Z	200	added ('OK')	application/javascript	etag:%221497d-5997a6a2dce80-gzip%22	https://valencitoh.com/drugs/assets/js/vendor/jquery-2.1.4.min.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/js/vendor/jquery-2.1.4.min.js	(from https://valencitoh.com/drugs/)
19:40:38	6720/6720	---M-Z	200	added ('OK')	application/javascript	etag:%221a40-5997a6a4c5300-gzip%22	https://valencitoh.com/drugs/assets/js/vendor/bootstrap.min.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/js/vendor/bootstrap.min.js	(from https://valencitoh.com/drugs/)
19:40:38	235540/235540	---MCZ	200	added ('OK')	application/javascript	etag:W/%2239a73-5997a6a4c5300-gzip%22	https://valencitoh.com/drugs/assets/js/vendor/plugin.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/js/vendor/plugin.js	(from https://valencitoh.com/drugs/)
19:40:38	530/530	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fba-5997a6a0f4a00-gzip%22	https://valencitoh.com/drugs/assets/js/variable.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/js/variable.js	(from https://valencitoh.com/drugs/)
19:40:39	463/463	---MCZ	200	added ('OK')	application/javascript	etag:W/%22296-5997a6a0f4a00-gzip%22	https://valencitoh.com/drugs/assets/js/main.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/js/main.js	(from https://valencitoh.com/drugs/)
19:40:39	4547/4547	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211c7-5997a6a0f4a00-gzip%22	https://valencitoh.com/drugs/assets/js/demo.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/js/demo.js	(from https://valencitoh.com/drugs/)
19:40:39	14893/14893	---M--	200	added ('OK')	image/png	etag:%223a2d-5997a68fca180%22	https://valencitoh.com/drugs/galaxy.png	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/galaxy.png	(from https://valencitoh.com/drugs/)
19:40:39	6752/6752	---M-Z	200	added ('OK')	text/css	etag:%221a60-5997a69953800-gzip%22	https://valencitoh.com/drugs/assets/css/font-awesome.min.css	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/css/font-awesome.min.css	(from https://valencitoh.com/drugs/assets/css/main.css)
19:40:40	203/203	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Dec%202019%2004:49:26%20GMT	https://valencitoh.com/drugs/assets/gif/bg.gif	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/gif/bg.gif	(from https://valencitoh.com/drugs/assets/css/main.css)
19:40:40	6409/6409	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2004:45:36%20GMT	https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html	(from https://valencitoh.com/drugs/assets/css/bootstrap.min.css)
19:40:41	6409/6409	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2004:45:34%20GMT	https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regulard41dd41d.eot%40.html	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regulard41dd41d.eot@.html	(from https://valencitoh.com/drugs/assets/css/bootstrap.min.css)
19:40:41	6252/6252	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2004:45:36%20GMT	https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.html	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.html	(from https://valencitoh.com/drugs/assets/css/bootstrap.min.css)
19:40:41	6252/6252	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2004:45:38%20GMT	https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.woff.html	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.woff.html	(from https://valencitoh.com/drugs/assets/css/bootstrap.min.css)
19:40:41	6252/6252	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2004:45:34%20GMT	https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular-2.html	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular-2.html	(from https://valencitoh.com/drugs/assets/css/bootstrap.min.css)
19:40:42	6252/6252	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2004:45:36%20GMT	https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.svg.html	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.svg.html	(from https://valencitoh.com/drugs/assets/css/bootstrap.min.css)
19:40:42	203/203	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Dec%202019%2004:49:26%20GMT	https://valencitoh.com/s4mur41.pw/assets/img/bg/site-bg-img.html	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/s4mur41.pw/assets/img/bg/site-bg-img.html	(from https://valencitoh.com/drugs/assets/css/theme_black_red.css)
19:41:10	14701694/14701694	---M--	200	added ('OK')	audio/mpeg	etag:%22e0547e-5997a6976b380%22	https://valencitoh.com/drugs/song.mp3	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/drugs/song.mp3	(from https://valencitoh.com/drugs/)
19:41:10	203/203	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Dec%202019%2004:49:26%20GMT	https://valencitoh.com/www.bplaced.net/gfx/bpt.gif	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/www.bplaced.net/gfx/bpt.21.delayed	(from https://valencitoh.com/drugs/assets/css/font-awesome.min.css)
19:41:10	203/203	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Dec%202019%2004:49:26%20GMT	https://valencitoh.com/www.bplaced.net/gfx/efeat.png	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/www.bplaced.net/gfx/efeat.png	(from https://valencitoh.com/drugs/assets/css/font-awesome.min.css)
19:41:11	203/203	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Dec%202019%2004:49:26%20GMT	https://valencitoh.com/www.bplaced.net/gfx/epr.png	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/www.bplaced.net/gfx/epr.png	(from https://valencitoh.com/drugs/assets/css/font-awesome.min.css)
19:41:11	203/203	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Dec%202019%2004:49:26%20GMT	https://valencitoh.com/www.bplaced.net/gfx/grad.png	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/valencitoh.com/www.bplaced.net/gfx/grad.png	(from https://valencitoh.com/drugs/assets/css/font-awesome.min.css)
19:41:11	45958/45958	---MC-	200	added ('OK')	text/javascript	date:Thu,%2004%20Jun%202020%2023:38:14%20GMT	https://www.google-analytics.com/analytics.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/www.google-analytics.com/analytics.js	(from https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html)
19:41:12	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2026%20Jun%202020%2022:41:12%20GMT	https://raw.githubusercontent.com/000webhost/logo/d1cf5cdf/000webhost-logo-forum-33x33.png	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/raw.githubusercontent.com/000webhost/logo/d1cf5cdf/000webhost-logo-forum-33x33.26.delayed	(from https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html)
19:41:13	204578/204578	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ddc8bac3fd68d9410de2d46e8af3280%22	https://a.optnmstr.com/app/js/api.min.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/a.optnmstr.com/app/js/api.min.js	(from https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html)
19:41:14	132/132	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2026%20Jun%202020%2022:41:14%20GMT	https://cdn.rawgit.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.png	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/cdn.rawgit.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.28.delayed	(from https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html)
19:41:14	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2026%20Jun%202020%2022:41:14%20GMT	https://raw.githubusercontent.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.png	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/raw.githubusercontent.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.png	(from https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html)
19:41:14	9574/9574	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2026%20Jun%202020%2022:41:14%20GMT	https://static.cloudflareinsights.com/beacon.min.js	C:/Mis%20lugares%20Web/MAAAAAAAAAAAT/static.cloudflareinsights.com/beacon.min.js	(from https://valencitoh.com/drugs/assets/fonts/glyphicons-halflings-regular.eot.html)
